"Tag Code","Mark File Name","Mark Date MMDDYYYY","Mark Site Name","Release Date MMDDYYYY","Release Site Name","Mark Conditional Comment Name","Mark Conditional Comment Code","SRR Code","SRR Name","SRR Code Code","Species Code","Species Name","Run Code","Run Name","Rear Type Code","Rear Type Name","Recap Date MMDDYYYY","Recap File Name","Recap Release Date MMDDYYYY","Recap Release Site Name","Recap Site Name","Recap Species Code","Recap Species Name","Recap Run Code","Recap Run Name","Recap Rear Type Code","Recap Rear Type Name","Recap SRR Code","Recap SRR Name","Recap Conditional Comment Name","Recap Conditional Comment Code","Recap Count"
"3D9.1C2DF69F1D","TLM-2013-189-PRD.xml","7/8/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","9/30/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Male, Tagged as Adult, Mature, Returning Fish","RF MT AT MA","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/17/2013","TLM13198.PRR","10/4/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Tagged as Adult, Male, Mature, Recapture","RE MT AT MA","1"
"3D9.1C2DF6C75A","CME12257.001","9/13/2012","EBNK - East Bank Hatchery","5/1/2013","WENATR - Wenatchee River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","9/4/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"3D9.1C2DF6CB15","CME12257.001","9/13/2012","EBNK - East Bank Hatchery","5/1/2013","WENATR - Wenatchee River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","7/23/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2DF6DB74","TLM-2012-188-PRD.xml","7/6/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/21/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32W","Wild Summer Steelhead","32W","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","7/6/2012","TLM12188.PRR","8/21/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2DF6E46C","TLM-2012-188-PRD.xml","7/6/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/16/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Mature, Female, Adipose Fin Clip, Returning Fish, Tagged as Adult","RF MT AT FE AD","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2012","TLM12188.PRR","8/30/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Adipose Fin Clip, Female, Returning Fish, Recapture, Mature","RE RF MT FE AD","1"
"3D9.1C2DF70371","CME12254.NA2","9/10/2012","EBNK - East Bank Hatchery","4/29/2013","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","9/14/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"3D9.1C2DF71AA8","TLM-2012-188-PRD.xml","7/6/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/14/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32W","Wild Summer Steelhead","32W","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","7/7/2014","NBD-2014-188-PRD.xml","8/6/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2DF72C16","CME12254.NA2","9/10/2012","EBNK - East Bank Hatchery","4/29/2013","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/7/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"3D9.1C2DF72D2F","CME12255.001","9/11/2012","EBNK - East Bank Hatchery","5/1/2013","WENATR - Wenatchee River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/16/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2DF73629","TLM-2012-188-PRD.xml","7/6/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/16/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32W","Wild Summer Steelhead","32W","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","7/7/2014","NBD-2014-188-PRD.xml","8/4/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2DF74FA0","CME12254.NA6","9/10/2012","EBNK - East Bank Hatchery","5/6/2013","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","9/4/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"3D9.1C2DF7642D","TLM-2012-188-PRD.xml","7/6/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","9/25/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2012","TLM12188.PRR","9/27/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2DF775E9","CME12254.NA1","9/10/2012","EBNK - East Bank Hatchery","4/26/2013","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","9/4/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"3D9.1C2DF77671","TLM-2012-188-PRD.xml","7/6/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","10/2/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Coded Wire Tag, Right Ventral Fin Clip, Adipose Fin Clip, Tagged as Adult, Male, Mature","RF MT AT MA AD CW RV","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2012","TLM12188.PRR","10/2/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Recapture, Right Ventral Fin Clip, Coded Wire Tag, Adipose Fin Clip, Male, Mature, Returning Fish","RE RF MT MA AD CW RV","1"
"3D9.1C2DF77ED3","CME12254.NA2","9/10/2012","EBNK - East Bank Hatchery","4/29/2013","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/26/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D9.1C2DF798DA","TLM-2012-188-PRD.xml","7/6/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","9/11/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Mature, Adipose Fin Clip, Returning Fish, Tagged as Adult, Male","RF MT AT MA AD","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2012","TLM12188.PRR","9/27/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D9.1C2DF7A5FB","TLM-2012-188-PRD.xml","7/6/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/14/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Mature, Female, Adipose Fin Clip, Returning Fish, Tagged as Adult","RF MT AT FE AD","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2012","TLM12188.PRR","8/21/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Adipose Fin Clip, Female, Returning Fish, Recapture, Mature","RE RF MT FE AD","1"
"3D9.1C2DF7AD5C","TLM-2013-189-PRD.xml","7/8/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/6/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Male, Tagged as Adult, Mature, Returning Fish","RF MT AT MA","32W","Wild Summer Steelhead","32W","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","7/17/2013","TLM13198.PRR","8/7/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"3D9.1C2DF7B307","CME12254.NA2","9/10/2012","EBNK - East Bank Hatchery","4/29/2013","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/3/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D9.1C2DF7DB68","TLM-2012-188-PRD.xml","7/6/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","9/27/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Female, Mature, Right Ventral Fin Clip, Adipose Fin Clip, Tagged as Adult, Returning Fish","RF MT AT FE AD RV","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2012","TLM12188.PRR","9/27/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Adipose Fin Clip, Recapture, Female, Returning Fish, Mature, Right Ventral Fin Clip","RE RF MT FE AD RV","1"
"3D9.1C2DF7DFD3","CME12256.001","9/12/2012","EBNK - East Bank Hatchery","5/1/2013","WENATR - Wenatchee River","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","8/17/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Recapture, Mature, Female, Double PIT-tagged","RF MT RE FE DB","1"
"3D9.1C2DF7E1A0","CME12254.NA5","9/10/2012","EBNK - East Bank Hatchery","4/29/2013","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","9/2/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Male, Returning Fish, Mature, Recapture","RF MT RE MA","1"
"3D9.1C2DF7E674","TLM-2013-189-PRD.xml","7/8/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","7/31/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Male, Tagged as Adult, Mature, Returning Fish","RF MT AT MA","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/17/2013","TLM13198.PRR","8/2/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D9.1C2DF7EA97","CME12254.NA3","9/10/2012","EBNK - East Bank Hatchery","5/13/2013","NASONC - Nason Creek (tributary to Wenatchee River)","","","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/6/2015","NBD-2015-187-PRD.xml","7/24/2015","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RF MT RE FE","1"
"3D9.1C2DF7F481","TLM-2013-189-PRD.xml","7/8/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/19/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","Returning Fish, Tagged as Adult, Female, Mature","RF MT AT FE","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/17/2013","TLM13198.PRR","8/21/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2DFEABE1","CAG12262.C04","9/18/2012","BONAFF - BON - Adult Fish Facility","9/18/2012","COLR3 - Columbia River - Lewis River to Bonneville Dam (km 140-234)","Tagged as Adult, No Brand, Returning Fish, Adipose Fin Clip","RF AT AD Q5","35H","Hat. Steelhead (unknown run)","35H","3","Steelhead","5","Unknown","H","Hatchery Reared","7/6/2012","TLM-2012-188-PRD.xml","10/14/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Adipose Fin Clip, Female, Returning Fish, Recapture, Mature","RE RF MT FE AD","1"
"3D9.1C2DFF6135","CAG12259.B08","9/15/2012","COLR3 - Columbia River - Lewis River to Bonneville Dam (km 140-234)","9/15/2012","COLR3 - Columbia River - Lewis River to Bonneville Dam (km 140-234)","Tagged as Adult, No Brand, Returning Fish, Adipose Fin Clip","RF AT AD Q5","35H","Hat. Steelhead (unknown run)","35H","3","Steelhead","5","Unknown","H","Hatchery Reared","7/6/2012","TLM-2012-188-PRD.xml","9/27/2012","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Adipose Fin Clip, Coded Wire Tag, Returning Fish, Female, Mature, Recapture","RE RF MT FE AD CW","1"
"3D9.1C2E02DFFA","GRP12132.R4N","5/11/2012","JDA - John Day Dam","5/12/2012","COLR4 - Columbia River - Bonneville Dam to John Day Dam (km 234-347)","Adipose Intact (not clipped), Sonic (Acoustic) Tag Implant","SI AI","35U","Steelhead (unknown run & r/t)","35U","3","Steelhead","5","Unknown","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","9/15/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2E0301E6","JKF13239.AFF","8/27/2013","BONAFF - BON - Adult Fish Facility","8/27/2013","BONAFF - BON - Adult Fish Facility","Mature, Returning Fish, Adipose Fin Clip, Right Ventral Fin Clip, Tagged as Adult","MT AT RV AD RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/8/2013","TLM-2013-189-PRD.xml","9/20/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D9.1C2E03DD8F","JKF13203.AFF","7/22/2013","BONAFF - BON - Adult Fish Facility","7/22/2013","BONAFF - BON - Adult Fish Facility","Body Injury - Prior to Tagging, Returning Fish, Mature, Adipose Fin Clip, Tagged as Adult","MT AT I AD RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/8/2013","TLM-2013-189-PRD.xml","8/7/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D9.1C2E04321F","JKF13191.AFF","7/10/2013","BONAFF - BON - Adult Fish Facility","7/10/2013","BONAFF - BON - Adult Fish Facility","Returning Fish, Mature, Adipose Fin Clip, Tagged as Adult","MT AT AD RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/8/2013","TLM-2013-189-PRD.xml","7/26/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2E04B273","JKF13200.AFF","7/19/2013","BONAFF - BON - Adult Fish Facility","7/19/2013","BONAFF - BON - Adult Fish Facility","Returning Fish, Mature, Adipose Fin Clip, Tagged as Adult","MT AT AD RF","32U","Summer Steelhead (unknown r/t)","32U","3","Steelhead","2","Summer","U","Unknown","7/8/2013","TLM-2013-189-PRD.xml","8/9/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2E050B39","SRV13127.SR3","5/7/2013","LGR - Lower Granite Dam","5/8/2013","LGRRRR - LGR - Release below the PIT-Tag Diversion System Gate with subsequent Return to the River at the Facility","Dorsal Fin Damage, Descaled Between 11 and 20%, Adipose Fin Clip, Fin Erosion","AD EF DF &lt;2","32H","Hat. Summer Steelhead","32H","3","Steelhead","2","Summer","H","Hatchery Reared","7/7/2014","NBD-2014-188-PRD.xml","9/22/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2E05F529","CAG13233.P01","8/21/2013","COLR3 - Columbia River - Lewis River to Bonneville Dam (km 140-234)","8/21/2013","COLR3 - Columbia River - Lewis River to Bonneville Dam (km 140-234)","Tagged as Adult, Returning Fish, No Brand, Adipose Intact (not clipped)","RF AT AI Q5","35W","Wild Steelhead (unknown run)","35W","3","Steelhead","5","Unknown","W","Wild Fish or Natural Production","7/8/2013","TLM-2013-189-PRD.xml","9/23/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2E084789","GRP12134.R3D","5/13/2012","JDA - John Day Dam","5/14/2012","COLR5 - Columbia River - John Day Dam to Snake River (km 347-522)","Adipose Intact (not clipped), Sonic (Acoustic) Tag Implant","SI AI","35U","Steelhead (unknown run & r/t)","35U","3","Steelhead","5","Unknown","U","Unknown","7/8/2013","TLM-2013-189-PRD.xml","8/12/2013","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","W","Wild Fish or Natural Production","32W","Wild Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2E0861C0","GRP12146.R5D","5/25/2012","JDA - John Day Dam","5/26/2012","COLR4 - Columbia River - Bonneville Dam to John Day Dam (km 234-347)","Fin Erosion, Descaled Less than 10 Percent, Adipose Fin Clip, Sonic (Acoustic) Tag Implant","SI AD EF 1&lt;","35U","Steelhead (unknown run & r/t)","35U","3","Steelhead","5","Unknown","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","9/24/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
"3D9.1C2E0873FB","GRP12150.R5D","5/29/2012","JDA - John Day Dam","5/30/2012","COLR4 - Columbia River - Bonneville Dam to John Day Dam (km 234-347)","Sonic (Acoustic) Tag Implant, Adipose Fin Clip, Descaled Less than 10 Percent","SI AD 1&lt;","35U","Steelhead (unknown run & r/t)","35U","3","Steelhead","5","Unknown","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","9/19/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Returning Fish, Mature, Male, Recapture","RE RF MT MA","1"
"3D9.1C2E088A24","GRP12135.R5N","5/14/2012","JDA - John Day Dam","5/15/2012","COLR4 - Columbia River - Bonneville Dam to John Day Dam (km 234-347)","Sonic (Acoustic) Tag Implant, Adipose Intact (not clipped), Fin Erosion","SI AI EF","35U","Steelhead (unknown run & r/t)","35U","3","Steelhead","5","Unknown","U","Unknown","7/7/2014","NBD-2014-188-PRD.xml","9/15/2014","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","3","Steelhead","2","Summer","H","Hatchery Reared","32H","Hat. Summer Steelhead","Female, Mature, Returning Fish, Recapture","RE RF MT FE","1"
