"Tag Code","Event File Name","Event Type Name","Event Capture Method Name","Event Capture Method Code","Event Site Name","Event Site Code Value","Event Date MMDDYYYY","Event Date Time Value","Event Release Site Name","Event Release Date MMDDYYYY","Event Release Date Time Value","Event Rear Type Name","Event Rear Type Code","Event Species Code","Event Species Name","Event SRR Code","Event SRR Name","Event Conditional Comments Code","Event Conditional Comments Name","Mark File Name","Mark Data Project Code and Name","Mark Species Name","Mark Rear Type Name","Mark Site Code Value","Mark Date MMDDYYYY","CTH Count"
"3DD.003DA28CFE","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/22/2022","8/22/2022 9:29:52 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/22/2022","8/22/2022 9:29:52 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/22/2022","1"
"3DD.003DA28CFF","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/23/2022","8/23/2022 7:19:04 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/23/2022","8/23/2022 7:19:04 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW FE RF","Coded Wire Tag, Adipose Fin Clip, Returning Fish, Female","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/23/2022","1"
"3DD.003DA28D00","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/15/2022","8/15/2022 11:49:35 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/15/2022","8/15/2022 11:49:35 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/15/2022","1"
"3DD.003DA28D01","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/15/2022","8/15/2022 10:19:40 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/15/2022","8/15/2022 10:19:40 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW MA RF","Adipose Fin Clip, Male, Coded Wire Tag, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/15/2022","1"
"3DD.003DA28D02","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 12:30:58 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 12:30:58 PM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI MA RF","Adipose Intact (not clipped), Male, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/17/2022","1"
"3DD.003DA28D03","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/15/2022","8/15/2022 11:55:58 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/15/2022","8/15/2022 11:55:58 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW FE RF","Coded Wire Tag, Adipose Fin Clip, Returning Fish, Female","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/15/2022","1"
"3DD.003DA28D04","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 8:37:30 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 8:37:30 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D05","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/22/2022","8/22/2022 7:53:56 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/22/2022","8/22/2022 7:53:56 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/22/2022","1"
"3DD.003DA28D06","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 7:49:59 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 7:49:59 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D07","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/23/2022","8/23/2022 6:45:19 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/23/2022","8/23/2022 6:45:19 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/23/2022","1"
"3DD.003DA28D08","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 11:08:17 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 11:08:17 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D09","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/18/2022","8/18/2022 6:41:49 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/18/2022","8/18/2022 6:41:49 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI MA RF","Adipose Intact (not clipped), Male, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/18/2022","1"
"3DD.003DA28D0A","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/23/2022","8/23/2022 7:09:32 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/23/2022","8/23/2022 7:09:32 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/23/2022","1"
"3DD.003DA28D0B","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/23/2022","8/23/2022 8:57:08 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/23/2022","8/23/2022 8:57:08 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/23/2022","1"
"3DD.003DA28D0C","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 9:56:41 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 9:56:41 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D0D","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/22/2022","8/22/2022 9:52:47 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/22/2022","8/22/2022 9:52:47 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/22/2022","1"
"3DD.003DA28D0E","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 9:52:56 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 9:52:56 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D0F","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/22/2022","8/22/2022 6:43:46 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/22/2022","8/22/2022 6:43:46 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/22/2022","1"
"3DD.003DA28D10","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/22/2022","8/22/2022 10:54:11 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/22/2022","8/22/2022 10:54:11 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/22/2022","1"
"3DD.003DA28D11","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/18/2022","8/18/2022 6:34:11 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/18/2022","8/18/2022 6:34:11 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/18/2022","1"
"3DD.003DA28D12","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/18/2022","8/18/2022 11:39:49 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/18/2022","8/18/2022 11:39:49 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/18/2022","1"
"3DD.003DA28D13","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 12:04:42 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 12:04:42 PM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/17/2022","1"
"3DD.003DA28D14","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/22/2022","8/22/2022 11:17:24 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/22/2022","8/22/2022 11:17:24 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/22/2022","1"
"3DD.003DA28D15","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 9:49:25 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 9:49:25 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D16","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/23/2022","8/23/2022 7:37:59 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/23/2022","8/23/2022 7:37:59 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/23/2022","1"
"3DD.003DA28D17","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/18/2022","8/18/2022 9:23:27 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/18/2022","8/18/2022 9:23:27 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW FE RF","Coded Wire Tag, Adipose Fin Clip, Returning Fish, Female","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/18/2022","1"
"3DD.003DA28D18","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/15/2022","8/15/2022 12:02:07 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/15/2022","8/15/2022 12:02:07 PM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/15/2022","1"
"3DD.003DA28D19","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/22/2022","8/22/2022 9:12:25 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/22/2022","8/22/2022 9:12:25 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/22/2022","1"
"3DD.003DA28D1A","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/18/2022","8/18/2022 10:58:00 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/18/2022","8/18/2022 10:58:00 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/18/2022","1"
"3DD.003DA28D1B","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/15/2022","8/15/2022 12:00:26 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/15/2022","8/15/2022 12:00:26 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/15/2022","1"
"3DD.003DA28D1C","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 11:28:18 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 11:28:18 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D1D","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 8:35:51 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 8:35:51 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD MA RF","Returning Fish, Male, Adipose Fin Clip","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D1E","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/18/2022","8/18/2022 12:09:15 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/18/2022","8/18/2022 12:09:15 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AI CW FE RF","Adipose Intact (not clipped), Returning Fish, Female, Coded Wire Tag","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/18/2022","1"
"3DD.003DA28D1F","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 12:49:48 PM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 12:49:48 PM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD BW FE RF","Adipose Fin Clip, Blank Wire Tag, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D20","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/23/2022","8/23/2022 9:16:33 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/23/2022","8/23/2022 9:16:33 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/23/2022","1"
"3DD.003DA28D21","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/22/2022","8/22/2022 9:25:44 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/22/2022","8/22/2022 9:25:44 AM","Wild Fish or Natural Production","W","3","Steelhead","32W","Wild Summer Steelhead","AI FE RF","Female, Returning Fish, Adipose Intact (not clipped)","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Wild Fish or Natural Production","PRDLD1","8/22/2022","1"
"3DD.003DA28D22","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/23/2022","8/23/2022 6:04:23 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/23/2022","8/23/2022 6:04:23 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW MA RF","Adipose Fin Clip, Male, Coded Wire Tag, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/23/2022","1"
"3DD.003DA28D23","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 7:48:14 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 7:48:14 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D24","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/23/2022","8/23/2022 9:09:35 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/23/2022","8/23/2022 9:09:35 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/23/2022","1"
"3DD.003DA28D25","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 6:33:12 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 6:33:12 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD BW FE RF","Adipose Fin Clip, Blank Wire Tag, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D26","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 8:59:22 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 8:59:22 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD FE RF","Adipose Fin Clip, Female, Returning Fish","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D27","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/17/2022","8/17/2022 9:01:12 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/17/2022","8/17/2022 9:01:12 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW FE RF","Coded Wire Tag, Adipose Fin Clip, Returning Fish, Female","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/17/2022","1"
"3DD.003DA28D28","CME-2022-192-PRD.xml","Mark","Adult Passage Ladder","LADDER","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","PRDLD1","8/18/2022","8/18/2022 10:37:15 AM","PRDLD1 - PRD - Release into the Left Bank (facing downstream) Adult Fish Ladder","8/18/2022","8/18/2022 10:37:15 AM","Hatchery Reared","H","3","Steelhead","32H","Hat. Summer Steelhead","AD CW FE RF","Coded Wire Tag, Adipose Fin Clip, Returning Fish, Female","CME-2022-192-PRD.xml","CME - Chelan PUD Monitoring and Evaluation","Steelhead","Hatchery Reared","PRDLD1","8/18/2022","1"
